MINE,DEPT_EN_DESC,ROBJ_EN_NM,AGRG_PYMT_AMT
Treasury Board,Office of the Commissioner of Lobbying,Special Fees and Services,6979
Treasury Board,Office of the Commissioner of Lobbying,Temporary Help Services,0
Treasury Board,Office of the Commissioner of Lobbying,Special Fees and Services,0
Treasury Board,Office of the Commissioner of Lobbying,Management Consulting,0
Treasury Board,Office of the Commissioner of Lobbying,Management Consulting,114627
Treasury Board,Office of the Commissioner of Lobbying,Training and Educational Services,0
Treasury Board,Office of the Commissioner of Lobbying,Training and Educational Services,28886
Treasury Board,Office of the Commissioner of Lobbying,Health and Welfare Services,0
Treasury Board,Office of the Commissioner of Lobbying,Health and Welfare Services,251
Treasury Board,Office of the Commissioner of Lobbying,Protection Services,0
Treasury Board,Office of the Commissioner of Lobbying,Protection Services,8031
Treasury Board,Office of the Commissioner of Lobbying,Informatics Services,0
Treasury Board,Office of the Commissioner of Lobbying,Informatics Services,57776
Treasury Board,Office of the Commissioner of Lobbying,Business Services,375
Treasury Board,Office of the Commissioner of Lobbying,Business Services,145344
Treasury Board,Office of the Commissioner of Lobbying,Other Services,657659
Treasury Board,Office of the Commissioner of Lobbying,Other Services,160500
Treasury Board,Office of the Commissioner of Lobbying,Other Services,102091
Treasury Board,Office of the Commissioner of Lobbying,Temporary Help Services,228573
Treasury Board,Office of the Commissioner of Lobbying,Interpretation and Translation Services,0
Treasury Board,Office of the Commissioner of Lobbying,Interpretation and Translation Services,67456
Treasury Board,Office of the Commissioner of Lobbying,Other Services,0
Treasury Board,Office of the Commissioner of Lobbying,Business Services,0
Public Works and Government Services,Shared Services Canada,Informatics Services,152703
Public Works and Government Services,Shared Services Canada,Informatics Services,1997643
Public Works and Government Services,Shared Services Canada,Informatics Services,594689
Public Works and Government Services,Shared Services Canada,Informatics Services,162000
Public Works and Government Services,Shared Services Canada,Informatics Services,173487
Public Works and Government Services,Shared Services Canada,Informatics Services,936594
Public Works and Government Services,Shared Services Canada,Informatics Services,153627
Public Works and Government Services,Shared Services Canada,Informatics Services,303953
Public Works and Government Services,Shared Services Canada,Informatics Services,1557097
Public Works and Government Services,Shared Services Canada,Informatics Services,478168
Public Works and Government Services,Shared Services Canada,Informatics Services,258701
Public Works and Government Services,Shared Services Canada,Informatics Services,150749
Public Works and Government Services,Shared Services Canada,Informatics Services,1059130
Public Works and Government Services,Shared Services Canada,Informatics Services,406106
Public Works and Government Services,Shared Services Canada,Informatics Services,596194
Public Works and Government Services,Shared Services Canada,Informatics Services,115183
Public Works and Government Services,Shared Services Canada,Informatics Services,498922
Public Works and Government Services,Shared Services Canada,Informatics Services,142443
Public Works and Government Services,Shared Services Canada,Informatics Services,12182856
Public Works and Government Services,Shared Services Canada,Informatics Services,711000
Public Works and Government Services,Shared Services Canada,Informatics Services,8957743
Public Works and Government Services,Shared Services Canada,Informatics Services,198900
Public Works and Government Services,Shared Services Canada,Informatics Services,5180348
Public Works and Government Services,Shared Services Canada,Informatics Services,544394
Public Works and Government Services,Shared Services Canada,Informatics Services,1869351
Public Works and Government Services,Shared Services Canada,Informatics Services,191700
Public Works and Government Services,Shared Services Canada,Informatics Services,320394
Public Works and Government Services,Shared Services Canada,Informatics Services,763478
Public Works and Government Services,Shared Services Canada,Informatics Services,205412
Public Works and Government Services,Shared Services Canada,Informatics Services,302677
Public Works and Government Services,Shared Services Canada,Informatics Services,141334
Public Works and Government Services,Shared Services Canada,Informatics Services,113032
Public Works and Government Services,Shared Services Canada,Informatics Services,966409
Public Works and Government Services,Shared Services Canada,Informatics Services,649433
Public Works and Government Services,Shared Services Canada,Informatics Services,27744945
Public Works and Government Services,Shared Services Canada,Informatics Services,411509
Public Works and Government Services,Shared Services Canada,Informatics Services,169626
Public Works and Government Services,Shared Services Canada,Informatics Services,168348
Public Works and Government Services,Shared Services Canada,Health and Welfare Services,0
Public Works and Government Services,Shared Services Canada,Health and Welfare Services,112751
Public Works and Government Services,Shared Services Canada,Informatics Services,0
Public Works and Government Services,Shared Services Canada,Informatics Services,1484460
Public Works and Government Services,Shared Services Canada,Informatics Services,360613
Public Works and Government Services,Shared Services Canada,Informatics Services,925060
Public Works and Government Services,Shared Services Canada,Informatics Services,318265
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,185130
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,762731
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,110557
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,175416
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,168378
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,470960
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,107172
Public Works and Government Services,Shared Services Canada,Informatics Services,137441
Public Works and Government Services,Shared Services Canada,Informatics Services,256500
Public Works and Government Services,Shared Services Canada,Informatics Services,150951
Public Works and Government Services,Shared Services Canada,Informatics Services,277987
Public Works and Government Services,Shared Services Canada,Business Services,0
Public Works and Government Services,Shared Services Canada,Business Services,219626
Public Works and Government Services,Shared Services Canada,Informatics Services,2304251
Public Works and Government Services,Shared Services Canada,Informatics Services,100406
Public Works and Government Services,Shared Services Canada,Informatics Services,197472
Public Works and Government Services,Shared Services Canada,Informatics Services,239303
Public Works and Government Services,Shared Services Canada,Informatics Services,1373599
Public Works and Government Services,Shared Services Canada,Informatics Services,575559
Public Works and Government Services,Shared Services Canada,Informatics Services,170264
Public Works and Government Services,Shared Services Canada,Informatics Services,226803
Public Works and Government Services,Shared Services Canada,Informatics Services,383290
Public Works and Government Services,Shared Services Canada,Informatics Services,4393818
Public Works and Government Services,Shared Services Canada,Informatics Services,2058626
Public Works and Government Services,Shared Services Canada,Informatics Services,123676
Public Works and Government Services,Shared Services Canada,Business Services,1613888
Public Works and Government Services,Shared Services Canada,Business Services,214956
Public Works and Government Services,Shared Services Canada,Business Services,200000
Public Works and Government Services,Shared Services Canada,Business Services,912418
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,0
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,151990
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,132970
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,138305
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,504657
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,102370
Public Works and Government Services,Shared Services Canada,Engineering and Architectural Services,105849
